Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages,Distance to Apogee,Launch,Apogee,Projected Distance to Apogee,Projected Apogee,Apogee Residual,Velocity Grouping,Percent Error
15,8050.003,630.2,371.9524,104.36, -,8.615325,2016.997,CL 23,10067,0,8050.003,2016.997,300+,20.04%
15.05,8070.06,629.7,375.9524,104.36, -,8.615325,1996.94,CL 23,10067,0,8070.06,1996.94,300+,19.84%
15.1,8086.115,629.3,368.5714,104.36, -,8.615325,1980.885,CL 23,10067,0,8086.115,1980.885,300+,19.68%
15.15,8106.194,628.8,368.8095,104.36, -,8.615325,1960.806,CL 23,10067,0,8106.194,1960.806,300+,19.48%
15.2,8122.266,628.4,361.4286,104.36, -,8.615325,1944.734,CL 23,10067,0,8122.266,1944.734,300+,19.32%
15.25,8146.393,627.8,369.2857,104.36, -,8.615325,1920.607,CL 23,10067,0,8146.393,1920.607,300+,19.08%
15.3,8158.462,627.5,361.8571,104.36, -,8.615325,1908.538,CL 23,10067,0,8158.462,1908.538,300+,18.96%
15.35,8182.614,626.9,369.7143,104.36, -,8.615325,1884.386,CL 23,10067,0,8182.614,1884.386,300+,18.72%
15.4,8202.756,626.4,362.381,104.36, -,8.615325,1864.244,CL 23,10067,0,8202.756,1864.244,300+,18.52%
15.45,8226.944,625.8,370.2381,104.36, -,8.615325,1840.056,CL 23,10067,0,8226.944,1840.056,300+,18.28%
15.5,8243.079,625.4,366.6667,104.36, -,8.654221,1823.921,CL 23,10067,0,8243.079,1823.921,300+,18.12%
15.55,8255.188,625.1,359.1905,104.36, -,8.654221,1811.812,CL 23,10067,0,8255.188,1811.812,300+,18.00%
15.6,8271.336,624.7,359.381,104.36, -,8.654221,1795.664,CL 23,10067,0,8271.336,1795.664,300+,17.84%
15.65,8287.496,624.3,355.7619,104.36, -,8.654221,1779.504,CL 23,10067,0,8287.496,1779.504,300+,17.68%
15.7,8303.661,623.9,352.1429,104.36, -,8.654221,1763.339,CL 23,10067,0,8303.661,1763.339,300+,17.52%
15.75,8323.882,623.4,356.1429,104.36, -,8.654221,1743.118,CL 23,10067,0,8323.882,1743.118,300+,17.32%
15.8,8323.882,623.4,340.9048,104.36, -,8.654221,1743.118,CL 23,10067,0,8323.882,1743.118,300+,17.32%
15.85,8352.213,622.7,367.9048,104.36, -,8.654221,1714.787,CL 23,10067,0,8352.213,1714.787,300+,17.03%
15.9,8372.465,622.2,360.5238,104.36, -,8.654221,1694.535,CL 23,10067,0,8372.465,1694.535,300+,16.83%
15.95,8388.677,621.8,356.9048,104.36, -,8.654221,1678.323,CL 23,10067,0,8388.677,1678.323,300+,16.67%
16,8404.895,621.4,353.2381,104.36, -,8.654221,1662.105,CL 23,10067,0,8404.895,1662.105,300+,16.51%
16.05,8425.181,620.9,357.2857,104.36, -,8.654221,1641.819,CL 23,10067,0,8425.181,1641.819,300+,16.31%
16.1,8437.36,620.6,349.8095,104.36, -,8.654221,1629.64,CL 23,10067,0,8437.36,1629.64,300+,16.19%
16.15,8453.604,620.2,350,104.36, -,8.654221,1613.396,CL 23,10067,0,8453.604,1613.396,300+,16.03%
16.2,8469.858,619.8,346.3333,104.36, -,8.654221,1597.142,CL 23,10067,0,8469.858,1597.142,300+,15.87%
16.25,8486.118,619.4,346.5238,104.36, -,8.654221,1580.882,CL 23,10067,0,8486.118,1580.882,300+,15.70%
16.3,8498.322,619.1,335.1429,104.36, -,8.654221,1568.678,CL 23,10067,0,8498.322,1568.678,300+,15.58%
16.35,8522.74,618.5,346.9048,104.36, -,8.654221,1544.26,CL 23,10067,0,8522.74,1544.26,300+,15.34%
16.4,8539.03,618.1,339.4286,104.36, -,8.654221,1527.97,CL 23,10067,0,8539.03,1527.97,300+,15.18%
16.45,8551.253,617.8,331.8571,104.36, -,8.654221,1515.747,CL 23,10067,0,8551.253,1515.747,300+,15.06%
16.5,8567.556,617.4,324.3333,104.36, -,8.654221,1499.444,CL 23,10067,0,8567.556,1499.444,300+,14.89%
16.55,8583.869,617,324.4762,104.36, -,8.654221,1483.131,CL 23,10067,0,8583.869,1483.131,300+,14.73%
16.6,8596.109,616.7,324.619,104.36, -,8.654221,1470.891,CL 23,10067,0,8596.109,1470.891,300+,14.61%
16.65,8612.438,616.3,324.8095,104.36, -,8.654221,1454.562,CL 23,10067,0,8612.438,1454.562,300+,14.45%
16.7,8628.773,615.9,325,104.36, -,8.654221,1438.227,CL 23,10067,0,8628.773,1438.227,300+,14.29%
16.75,8641.033,615.6,321.2857,104.36, -,8.654221,1425.967,CL 23,10067,0,8641.033,1425.967,300+,14.16%
16.8,8649.206,615.4,309.8095,104.36, -,8.654221,1417.794,CL 23,10067,0,8649.206,1417.794,300+,14.08%
16.85,8669.652,614.9,329.2857,104.36, -,8.654221,1397.348,CL 23,10067,0,8669.652,1397.348,300+,13.88%
16.9,8686.021,614.5,317.8571,104.36, -,8.654221,1380.979,CL 23,10067,0,8686.021,1380.979,300+,13.72%
16.95,8702.396,614.1,314.1905,104.36, -,8.654221,1364.604,CL 23,10067,0,8702.396,1364.604,300+,13.56%
17,8718.779,613.7,314.381,104.36, -,8.654221,1348.221,CL 23,10067,0,8718.779,1348.221,300+,13.39%
17.05,8735.173,613.3,314.5714,104.36, -,8.654221,1331.827,CL 23,10067,0,8735.173,1331.827,300+,13.23%
17.1,8747.473,613,306.9524,104.36, -,8.654221,1319.527,CL 23,10067,0,8747.473,1319.527,300+,13.11%
17.15,8763.881,612.6,310.9524,104.36, -,8.654221,1303.119,CL 23,10067,0,8763.881,1303.119,300+,12.94%
17.2,8776.192,612.3,307.1905,104.36, -,8.654221,1290.808,CL 23,10067,0,8776.192,1290.808,300+,12.82%
17.25,8792.613,611.9,307.3333,104.36, -,8.654221,1274.387,CL 23,10067,0,8792.613,1274.387,300+,12.66%
17.3,8792.613,611.9,291.8571,104.36, -,8.654221,1274.387,CL 23,10067,0,8792.613,1274.387,200+,12.66%
17.35,8813.154,611.4,299.8095,104.36, -,8.654221,1253.846,CL 23,10067,0,8813.154,1253.846,200+,12.46%
17.4,8829.599,611,292.2381,104.36, -,8.654221,1237.401,CL 23,10067,0,8829.599,1237.401,200+,12.29%
17.45,8841.936,610.7,288.4762,104.36, -,8.654221,1225.064,CL 23,10067,0,8841.936,1225.064,200+,12.17%
17.5,8858.395,610.3,292.5238,104.36, -,8.654221,1208.605,CL 23,10067,0,8858.395,1208.605,200+,12.01%
17.55,8870.743,610,288.7619,104.36, -,8.654221,1196.257,CL 23,10067,0,8870.743,1196.257,200+,11.88%
17.6,8883.097,609.7,285,104.36, -,8.654221,1183.903,CL 23,10067,0,8883.097,1183.903,200+,11.76%
17.65,8895.455,609.4,285.0952,104.36, -,8.654221,1171.545,CL 23,10067,0,8895.455,1171.545,200+,11.64%
17.7,8907.82,609.1,281.2857,104.36, -,8.654221,1159.18,CL 23,10067,0,8907.82,1159.18,200+,11.51%
17.75,8924.312,608.7,281.4286,104.36, -,8.654221,1142.688,CL 23,10067,0,8924.312,1142.688,200+,11.35%
17.8,8932.563,608.5,277.619,104.36, -,8.654221,1134.437,CL 23,10067,0,8932.563,1134.437,200+,11.27%
17.85,8953.196,608,289.5238,104.36, -,8.654221,1113.804,CL 23,10067,0,8953.196,1113.804,200+,11.06%
17.9,8965.582,607.7,281.8571,104.36, -,8.654221,1101.418,CL 23,10067,0,8965.582,1101.418,200+,10.94%
17.95,8982.107,607.3,282.0476,104.36, -,8.654221,1084.893,CL 23,10067,0,8982.107,1084.893,200+,10.78%
18,8994.505,607,278.2381,104.36, -,8.654221,1072.495,CL 23,10067,0,8994.505,1072.495,200+,10.65%
18.05,9006.908,606.7,274.4286,104.36, -,8.654221,1060.092,CL 23,10067,0,9006.908,1060.092,200+,10.53%
18.1,9019.316,606.4,270.619,104.36, -,8.654221,1047.684,CL 23,10067,0,9019.316,1047.684,200+,10.41%
18.15,9035.869,606,274.6667,104.36, -,8.654221,1031.131,CL 23,10067,0,9035.869,1031.131,200+,10.24%
18.2,9048.289,605.7,270.8571,104.36, -,8.654221,1018.711,CL 23,10067,0,9048.289,1018.711,200+,10.12%
18.25,9060.713,605.4,270.9524,104.36, -,8.654221,1006.287,CL 23,10067,0,9060.713,1006.287,200+,10.00%
18.3,9060.713,605.4,255.3333,104.36, -,8.654221,1006.287,CL 23,10067,0,9060.713,1006.287,200+,10.00%
18.35,9081.433,604.9,275.0476,104.36, -,8.654221,985.567,CL 23,10067,0,9081.433,985.567,200+,9.79%
18.4,9093.873,604.6,267.3333,104.36, -,8.654221,973.127,CL 23,10067,0,9093.873,973.127,200+,9.67%
18.45,9106.315,604.3,263.5238,104.36, -,8.654221,960.685,CL 23,10067,0,9106.315,960.685,200+,9.54%
18.5,9118.764,604,263.619,104.36, -,8.654221,948.236,CL 23,10067,0,9118.764,948.236,200+,9.42%
18.55,9131.217,603.7,259.8095,104.36, -,8.654221,935.783,CL 23,10067,0,9131.217,935.783,200+,9.30%
18.6,9139.521,603.5,255.9524,104.36, -,8.654221,927.479,CL 23,10067,0,9139.521,927.479,200+,9.21%
18.65,9151.983,603.2,256.0476,104.36, -,8.654221,915.017,CL 23,10067,0,9151.983,915.017,200+,9.09%
18.7,9160.294,603,252.1905,104.36, -,8.654221,906.706,CL 23,10067,0,9160.294,906.706,200+,9.01%
18.75,9172.764,602.7,252.2857,104.36, -,8.654221,894.236,CL 23,10067,0,9172.764,894.236,200+,8.88%
18.8,9181.08,602.5,244.4762,104.36, -,8.654221,885.92,CL 23,10067,0,9181.08,885.92,200+,8.80%
18.85,9201.881,602,256.4286,104.36, -,8.654221,865.119,CL 23,10067,0,9201.881,865.119,200+,8.59%
18.9,9214.367,601.7,248.6667,104.36, -,8.654221,852.633,CL 23,10067,0,9214.367,852.633,200+,8.47%
18.95,9226.858,601.4,248.7619,104.36, -,8.654221,840.142,CL 23,10067,0,9226.858,840.142,200+,8.35%
19,9239.357,601.1,244.9048,104.36, -,8.654221,827.643,CL 23,10067,0,9239.357,827.643,200+,8.22%
19.05,9251.858,600.8,245,104.36, -,8.654221,815.142,CL 23,10067,0,9251.858,815.142,200+,8.10%
19.1,9260.196,600.6,241.1429,104.36, -,8.654221,806.804,CL 23,10067,0,9260.196,806.804,200+,8.01%
19.15,9272.706,600.3,241.2381,104.36, -,8.654221,794.294,CL 23,10067,0,9272.706,794.294,200+,7.89%
19.2,9285.222,600,237.381,104.36, -,8.654221,781.778,CL 23,10067,0,9285.222,781.778,200+,7.77%
19.25,9293.568,599.8,233.5238,104.36, -,8.654221,773.432,CL 23,10067,0,9293.568,773.432,200+,7.68%
19.3,9293.568,599.8,221.7143,104.36, -,8.654221,773.432,CL 23,10067,0,9293.568,773.432,200+,7.68%
19.35,9314.444,599.3,241.619,104.36, -,8.654221,752.556,CL 23,10067,0,9314.444,752.556,200+,7.48%
19.4,9326.977,599,233.8571,104.36, -,8.654221,740.023,CL 23,10067,0,9326.977,740.023,200+,7.35%
19.45,9335.334,598.8,229.9524,104.36, -,8.654221,731.666,CL 23,10067,0,9335.334,731.666,200+,7.27%
19.5,9343.695,598.6,226.0476,104.36, -,8.654221,723.305,CL 23,10067,0,9343.695,723.305,200+,7.18%
19.55,9356.238,598.3,226.1429,104.36, -,8.654221,710.762,CL 23,10067,0,9356.238,710.762,200+,7.06%
19.6,9364.604,598.1,222.2381,104.36, -,8.654221,702.396,CL 23,10067,0,9364.604,702.396,200+,6.98%
19.65,9377.157,597.8,226.2857,104.36, -,8.654221,689.843,CL 23,10067,0,9377.157,689.843,200+,6.85%
19.7,9385.529,597.6,222.381,104.36, -,8.654221,681.471,CL 23,10067,0,9385.529,681.471,200+,6.77%
19.75,9398.09,597.3,226.4286,104.36, -,8.654221,668.91,CL 23,10067,0,9398.09,668.91,200+,6.64%
19.8,9402.276,597.2,218.5714,104.36, -,8.654221,664.724,CL 23,10067,0,9402.276,664.724,200+,6.60%
19.85,9419.036,596.8,226.619,104.36, -,8.654221,647.964,CL 23,10067,0,9419.036,647.964,200+,6.44%
19.9,9427.42,596.6,214.8095,104.36, -,8.654221,639.58,CL 23,10067,0,9427.42,639.58,200+,6.35%
19.95,9439.997,596.3,214.9048,104.36, -,8.654221,627.003,CL 23,10067,0,9439.997,627.003,200+,6.23%
20,9448.386,596.1,211,104.36, -,8.654221,618.614,CL 23,10067,0,9448.386,618.614,200+,6.14%
20.05,9460.973,595.8,211.0952,104.36, -,8.654221,606.027,CL 23,10067,0,9460.973,606.027,200+,6.02%
20.1,9469.367,595.6,207.1905,104.36, -,8.654221,597.633,CL 23,10067,0,9469.367,597.633,200+,5.94%
20.15,9481.962,595.3,211.2381,104.36, -,8.654221,585.038,CL 23,10067,0,9481.962,585.038,200+,5.81%
20.2,9490.362,595.1,207.3333,104.36, -,8.654221,576.638,CL 23,10067,0,9490.362,576.638,200+,5.73%
20.25,9498.763,594.9,203.4286,104.36, -,8.654221,568.237,CL 23,10067,0,9498.763,568.237,200+,5.64%
20.3,9498.763,594.9,195.4762,104.36, -,8.654221,568.237,CL 23,10067,0,9498.763,568.237,100+,5.64%
20.35,9515.574,594.5,211.4762,104.36, -,8.654221,551.426,CL 23,10067,0,9515.574,551.426,200+,5.48%
20.4,9528.188,594.2,203.5714,104.36, -,8.654221,538.812,CL 23,10067,0,9528.188,538.812,200+,5.35%
20.45,9536.601,594,199.619,104.36, -,8.654221,530.399,CL 23,10067,0,9536.601,530.399,100+,5.27%
20.5,9545.016,593.8,199.6667,104.36, -,8.654221,521.984,CL 23,10067,0,9545.016,521.984,100+,5.19%
20.55,9557.642,593.5,203.7619,104.36, -,8.634772,509.358,CL 23,10067,0,9557.642,509.358,200+,5.06%
20.6,9566.063,593.3,199.8095,104.36, -,8.634772,500.937,CL 23,10067,0,9566.063,500.937,100+,4.98%
20.65,9578.697,593,203.9048,104.36, -,8.634772,488.303,CL 23,10067,0,9578.697,488.303,200+,4.85%
20.7,9587.124,592.8,200,104.36, -,8.634772,479.876,CL 23,10067,0,9587.124,479.876,100+,4.77%
20.75,9595.553,592.6,200.0952,104.36, -,8.634772,471.447,CL 23,10067,0,9595.553,471.447,200+,4.68%
20.8,9603.981,592.4,196.1905,104.36, -,8.634772,463.019,CL 23,10067,0,9603.981,463.019,100+,4.60%
20.85,9616.634,592.1,204.2381,104.36, -,8.634772,450.366,CL 23,10067,0,9616.634,450.366,200+,4.47%
20.9,9625.068,591.9,196.3333,104.36, -,8.634772,441.932,CL 23,10067,0,9625.068,441.932,100+,4.39%
20.95,9633.508,591.7,196.381,104.36, -,8.634772,433.492,CL 23,10067,0,9633.508,433.492,100+,4.31%
21,9637.729,591.6,188.381,104.36, -,8.634772,429.271,CL 23,10067,0,9637.729,429.271,100+,4.26%
21.05,9646.17,591.4,188.4286,104.36, -,8.634772,420.83,CL 23,10067,0,9646.17,420.83,100+,4.18%
21.1,9654.615,591.2,184.4762,104.36, -,8.634772,412.385,CL 23,10067,0,9654.615,412.385,100+,4.10%
21.15,9658.84,591.1,180.4762,104.36, -,8.634772,408.16,CL 23,10067,0,9658.84,408.16,100+,4.05%
21.2,9667.286,590.9,176.5238,104.36, -,8.634772,399.714,CL 23,10067,0,9667.286,399.714,100+,3.97%
21.25,9675.736,590.7,176.5714,104.36, -,8.634772,391.264,CL 23,10067,0,9675.736,391.264,100+,3.89%
21.3,9675.736,590.7,168.5714,104.36, -,8.634772,391.264,CL 23,10067,0,9675.736,391.264,100+,3.89%
21.35,9684.189,590.5,176.619,104.36, -,8.634772,382.811,CL 23,10067,0,9684.189,382.811,100+,3.80%
21.4,9692.646,590.3,168.6667,104.36, -,8.634772,374.354,CL 23,10067,0,9692.646,374.354,100+,3.72%
21.45,9701.104,590.1,164.7143,104.36, -,8.634772,365.896,CL 23,10067,0,9701.104,365.896,100+,3.63%
21.5,9705.332,590,160.7619,104.36, -,8.654221,361.668,CL 23,10067,0,9705.332,361.668,100+,3.59%
21.55,9713.793,589.8,160.8095,104.36, -,8.654221,353.207,CL 23,10067,0,9713.793,353.207,100+,3.51%
21.6,9718.023,589.7,152.8095,104.36, -,8.654221,348.977,CL 23,10067,0,9718.023,348.977,100+,3.47%
21.65,9722.257,589.6,148.8571,104.36, -,8.654221,344.743,CL 23,10067,0,9722.257,344.743,100+,3.42%
21.7,9730.72,589.4,144.8571,104.36, -,8.654221,336.28,CL 23,10067,0,9730.72,336.28,100+,3.34%
21.75,9734.955,589.3,140.8571,104.36, -,8.654221,332.045,CL 23,10067,0,9734.955,332.045,100+,3.30%
21.8,9743.425,589.1,140.8571,104.36, -,8.654221,323.575,CL 23,10067,0,9743.425,323.575,100+,3.21%
21.85,9751.895,588.9,140.8571,104.36, -,8.654221,315.105,CL 23,10067,0,9751.895,315.105,100+,3.13%
21.9,9760.368,588.7,136.8571,104.36, -,8.654221,306.632,CL 23,10067,0,9760.368,306.632,100+,3.05%
21.95,9764.607,588.6,132.8571,104.36, -,8.654221,302.393,CL 23,10067,0,9764.607,302.393,100+,3.00%
22,9773.082,588.4,132.8571,104.36, -,8.654221,293.918,CL 23,10067,0,9773.082,293.918,100+,2.92%
22.05,9781.563,588.2,136.9524,104.36, -,8.654221,285.437,CL 23,10067,0,9781.563,285.437,100+,2.84%
22.1,9790.045,588,137,104.36, -,8.654221,276.955,CL 23,10067,0,9790.045,276.955,100+,2.75%
22.15,9794.285,587.9,133,104.36, -,8.654221,272.715,CL 23,10067,0,9794.285,272.715,100+,2.71%
22.2,9802.771,587.7,137.0952,104.36, -,8.654221,264.229,CL 23,10067,0,9802.771,264.229,100+,2.62%
22.25,9807.017,587.6,133.0952,104.36, -,8.654221,259.983,CL 23,10067,0,9807.017,259.983,100+,2.58%
22.3,9807.017,587.6,125.0476,104.36, -,8.654221,259.983,CL 23,10067,0,9807.017,259.983,100+,2.58%
22.35,9819.75,587.3,137.1905,104.36, -,8.654221,247.25,CL 23,10067,0,9819.75,247.25,100+,2.46%
22.4,9823.995,587.2,133.1905,104.36, -,8.654221,243.005,CL 23,10067,0,9823.995,243.005,100+,2.41%
22.45,9832.489,587,133.2381,104.36, -,8.654221,234.511,CL 23,10067,0,9832.489,234.511,100+,2.33%
22.5,9836.735,586.9,129.2381,104.36, -,8.654221,230.265,CL 23,10067,0,9836.735,230.265,100+,2.29%
22.55,9845.233,586.7,133.2857,104.36, -,8.654221,221.767,CL 23,10067,0,9845.233,221.767,100+,2.20%
22.6,9845.233,586.7,125.2381,104.36, -,8.654221,221.767,CL 23,10067,0,9845.233,221.767,100+,2.20%
22.65,9849.484,586.6,125.2381,104.36, -,8.654221,217.516,CL 23,10067,0,9849.484,217.516,100+,2.16%
22.7,9853.732,586.5,125.2381,104.36, -,8.654221,213.268,CL 23,10067,0,9853.732,213.268,100+,2.12%
22.75,9862.235,586.3,125.2857,104.36, -,8.654221,204.765,CL 23,10067,0,9862.235,204.765,100+,2.03%
22.8,9862.235,586.3,121.2381,104.36, -,8.654221,204.765,CL 23,10067,0,9862.235,204.765,100+,2.03%
22.85,9874.991,586,125.3333,104.36, -,8.654221,192.009,CL 23,10067,0,9874.991,192.009,100+,1.91%
22.9,9879.244,585.9,121.3333,104.36, -,8.654221,187.756,CL 23,10067,0,9879.244,187.756,100+,1.87%
22.95,9883.5,585.8,117.3333,104.36, -,8.654221,183.5,CL 23,10067,0,9883.5,183.5,100+,1.82%
23,9887.753,585.7,117.3333,104.36, -,8.654221,179.247,CL 23,10067,0,9887.753,179.247,100+,1.78%
23.05,9892.01,585.6,113.3333,104.36, -,8.654221,174.99,CL 23,10067,0,9892.01,174.99,100+,1.74%
23.1,9896.265,585.5,109.2857,104.36, -,8.654221,170.735,CL 23,10067,0,9896.265,170.735,100+,1.70%
23.15,9904.778,585.3,109.2857,104.36, -,8.654221,162.222,CL 23,10067,0,9904.778,162.222,100+,1.61%
23.2,9909.035,585.2,109.2857,104.36, -,8.654221,157.965,CL 23,10067,0,9909.035,157.965,100+,1.57%
23.25,9913.295,585.1,105.2381,104.36, -,8.654221,153.705,CL 23,10067,0,9913.295,153.705,100+,1.53%
23.3,9913.295,585.1,101.1905,104.36, -,8.654221,153.705,CL 23,10067,0,9913.295,153.705,100+,1.53%
23.35,9921.812,584.9,109.2857,104.36, -,8.654221,145.188,CL 23,10067,0,9921.812,145.188,100+,1.44%
23.4,9926.073,584.8,101.1905,104.36, -,8.654221,140.927,CL 23,10067,0,9926.073,140.927,100+,1.40%
23.45,9930.332,584.7,101.1905,104.36, -,8.654221,136.668,CL 23,10067,0,9930.332,136.668,100+,1.36%
23.5,9934.595,584.6,97.14286,104.36, -,4.220148,132.405,CL 23,10067,0,9934.595,132.405,0+,1.32%
23.55,9938.855,584.5,97.14286,104.36, -,4.220148,128.145,CL 23,10067,0,9938.855,128.145,0+,1.27%
23.6,9943.117,584.4,93.09524,104.36, -,4.220148,123.883,CL 23,10067,0,9943.117,123.883,0+,1.23%
23.65,9947.382,584.3,97.14286,104.36, -,4.220148,119.618,CL 23,10067,0,9947.382,119.618,0+,1.19%
23.7,9951.644,584.2,97.14286,104.36, -,4.220148,115.356,CL 23,10067,0,9951.644,115.356,0+,1.15%
23.75,9955.909,584.1,97.14286,104.36, -,4.220148,111.091,CL 23,10067,0,9955.909,111.091,0+,1.10%
23.8,9960.173,584,93.09524,104.36, -,4.220148,106.827,CL 23,10067,0,9960.173,106.827,0+,1.06%
23.85,9964.438,583.9,97.14286,104.36, -,4.220148,102.562,CL 23,10067,0,9964.438,102.562,0+,1.02%
23.9,9968.705,583.8,89.04762,104.36, -,4.220148,98.295,CL 23,10067,0,9968.705,98.295,0+,0.98%
23.95,9972.971,583.7,89.04762,104.36, -,4.220148,94.029,CL 23,10067,0,9972.971,94.029,0+,0.93%
24,9972.971,583.7,85,104.36, -,4.220148,94.029,CL 23,10067,0,9972.971,94.029,0+,0.93%
24.05,9977.239,583.6,85,104.36, -,4.220148,89.761,CL 23,10067,0,9977.239,89.761,0+,0.89%
24.1,9981.506,583.5,85,104.36, -,4.220148,85.494,CL 23,10067,0,9981.506,85.494,0+,0.85%
24.15,9985.772,583.4,85,104.36, -,4.220148,81.228,CL 23,10067,0,9985.772,81.228,0+,0.81%
24.2,9990.043,583.3,80.95238,104.36, -,4.220148,76.957,CL 23,10067,0,9990.043,76.957,0+,0.76%
24.25,9994.312,583.2,80.95238,104.36, -,4.220148,72.688,CL 23,10067,0,9994.312,72.688,0+,0.72%
24.3,9994.312,583.2,76.90476,104.36, -,4.220148,72.688,CL 23,10067,0,9994.312,72.688,0+,0.72%
24.35,9998.583,583.1,80.95238,104.36, -,4.220148,68.417,CL 23,10067,0,9998.583,68.417,0+,0.68%
24.4,10002.85,583,76.90476,104.36, -,4.220148,64.15,CL 23,10067,0,10002.85,64.15,0+,0.64%
24.45,10007.12,582.9,76.90476,104.36, -,4.220148,59.88,CL 23,10067,0,10007.12,59.88,0+,0.59%
24.5,10011.4,582.8,76.90476,104.36, -,4.220148,55.6,CL 23,10067,0,10011.4,55.6,0+,0.55%
24.55,10011.4,582.8,72.85714,104.36, -,8.245819,55.6,CL 23,10067,0,10011.4,55.6,0+,0.55%
24.6,10015.67,582.7,72.85714,104.36, -,8.245819,51.33,CL 23,10067,0,10015.67,51.33,0+,0.51%
24.65,10015.67,582.7,68.80952,104.36, -,8.245819,51.33,CL 23,10067,0,10015.67,51.33,0+,0.51%
24.7,10019.94,582.6,68.80952,104.36, -,8.245819,47.06,CL 23,10067,0,10019.94,47.06,0+,0.47%
24.75,10019.94,582.6,64.7619,104.36, -,8.245819,47.06,CL 23,10067,0,10019.94,47.06,0+,0.47%
24.8,10019.94,582.6,60.71429,104.36, -,8.245819,47.06,CL 23,10067,0,10019.94,47.06,0+,0.47%
24.85,10024.21,582.5,60.71429,104.36, -,8.245819,42.79,CL 23,10067,0,10024.21,42.79,0+,0.43%
24.9,10028.49,582.4,60.71429,104.36, -,8.245819,38.51,CL 23,10067,0,10028.49,38.51,0+,0.38%
24.95,10032.76,582.3,60.76191,104.36, -,8.245819,34.24,CL 23,10067,0,10032.76,34.24,0+,0.34%
25,10032.76,582.3,56.71429,104.36, -,8.245819,34.24,CL 23,10067,0,10032.76,34.24,0+,0.34%
25.05,10037.04,582.2,60.76191,104.36, -,8.245819,29.96,CL 23,10067,0,10037.04,29.96,0+,0.30%
25.1,10037.04,582.2,56.71429,104.36, -,8.245819,29.96,CL 23,10067,0,10037.04,29.96,0+,0.30%
25.15,10037.04,582.2,52.66667,104.36, -,8.245819,29.96,CL 23,10067,0,10037.04,29.96,0+,0.30%
25.2,10037.04,582.2,48.61905,104.36, -,8.245819,29.96,CL 23,10067,0,10037.04,29.96,0+,0.30%
25.25,10037.04,582.2,44.57143,104.36, -,8.245819,29.96,CL 23,10067,0,10037.04,29.96,0+,0.30%
25.3,10041.32,582.1,44.61905,104.36, -,8.245819,25.68,CL 23,10067,0,10041.32,25.68,0+,0.26%
25.35,10045.59,582,48.71429,104.36, -,8.245819,21.41,CL 23,10067,0,10045.59,21.41,0+,0.21%
25.4,10045.59,582,44.66667,104.36, -,8.245819,21.41,CL 23,10067,0,10045.59,21.41,0+,0.21%
25.45,10045.59,582,40.61905,104.36, -,8.245819,21.41,CL 23,10067,0,10045.59,21.41,0+,0.21%
25.5,10045.59,582,36.57143,104.36, -,8.420848,21.41,CL 23,10067,0,10045.59,21.41,0+,0.21%
25.55,10045.59,582,32.52381,104.36, -,8.420848,21.41,CL 23,10067,0,10045.59,21.41,0+,0.21%
25.6,10049.87,581.9,36.61905,104.36, -,8.420848,17.13,CL 23,10067,0,10049.87,17.13,0+,0.17%
25.65,10049.87,581.9,32.57143,104.36, -,8.420848,17.13,CL 23,10067,0,10049.87,17.13,0+,0.17%
25.7,10049.87,581.9,32.57143,104.36, -,8.420848,17.13,CL 23,10067,0,10049.87,17.13,0+,0.17%
25.75,10049.87,581.9,28.52381,104.36, -,8.420848,17.13,CL 23,10067,0,10049.87,17.13,0+,0.17%
25.8,10054.15,581.8,32.61905,104.36, -,8.420848,12.85,CL 23,10067,0,10054.15,12.85,0+,0.13%
25.85,10054.15,581.8,32.61905,104.36, -,8.420848,12.85,CL 23,10067,0,10054.15,12.85,0+,0.13%
25.9,10054.15,581.8,28.57143,104.36, -,8.420848,12.85,CL 23,10067,0,10054.15,12.85,0+,0.13%
25.95,10058.42,581.7,28.61905,104.36, -,8.420848,8.58,CL 23,10067,0,10058.42,8.58,0+,0.09%
26,10058.42,581.7,24.52381,104.36, -,8.420848,8.58,CL 23,10067,0,10058.42,8.58,0+,0.09%
26.05,10054.15,581.8,20.42857,104.36, -,8.420848,12.85,CL 23,10067,0,10054.15,12.85,0+,0.13%
26.1,10058.42,581.7,20.47619,104.36, -,8.420848,8.58,CL 23,10067,0,10058.42,8.58,0+,0.09%
