Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages,Distance to Apogee,Launch,Apogee,Projected Distance to Apogee,Projected Apogee,Apogee Residual,Velocity Grouping,Percent Error
8.05,4833.139,827.9,711.4286,67.1, -,9.393232,5866.861,TL 22,10700,0,4833.139,5866.861,700+,54.83%
8.1,4865.306,826.9,703.0952,67.1, -,9.393232,5834.694,TL 22,10700,0,4865.306,5834.694,700+,54.53%
8.15,4903.948,825.7,709.9048,67.1, -,9.393232,5796.052,TL 22,10700,0,4903.948,5796.052,700+,54.17%
8.2,4936.184,824.7,704.619,67.1, -,9.393232,5763.816,TL 22,10700,0,4936.184,5763.816,700+,53.87%
8.25,4955.542,824.1,690,67.1, -,9.393232,5744.458,TL 22,10700,0,4955.542,5744.458,600+,53.69%
8.3,5000.751,822.7,712,67.1, -,9.393232,5699.249,TL 22,10700,0,5000.751,5699.249,700+,53.26%
8.35,5036.318,821.6,700.7143,67.1, -,9.393232,5663.682,TL 22,10700,0,5036.318,5663.682,700+,52.93%
8.4,5065.445,820.7,686.2857,67.1, -,9.393232,5634.555,TL 22,10700,0,5065.445,5634.555,600+,52.66%
8.45,5104.324,819.5,693.1429,67.1, -,9.393232,5595.676,TL 22,10700,0,5104.324,5595.676,600+,52.30%
8.5,5133.513,818.6,687.7143,67.1, -,9.393232,5566.487,TL 22,10700,0,5133.513,5566.487,600+,52.02%
8.55,5169.223,817.5,688.4286,67.1, -,9.393232,5530.777,TL 22,10700,0,5169.223,5530.777,600+,51.69%
8.6,5198.47,816.6,676.9048,67.1, -,9.393232,5501.53,TL 22,10700,0,5198.47,5501.53,600+,51.42%
8.65,5234.25,815.5,677.6667,67.1, -,9.393232,5465.75,TL 22,10700,0,5234.25,5465.75,600+,51.08%
8.7,5266.813,814.5,675.2857,67.1, -,9.393232,5433.187,TL 22,10700,0,5266.813,5433.187,600+,50.78%
8.75,5299.408,813.5,672.9048,67.1, -,9.393232,5400.592,TL 22,10700,0,5299.408,5400.592,600+,50.47%
8.8,5332.035,812.5,667.5238,67.1, -,9.393232,5367.965,TL 22,10700,0,5332.035,5367.965,600+,50.17%
8.85,5367.961,811.4,671.3333,67.1, -,9.393232,5332.039,TL 22,10700,0,5367.961,5332.039,600+,49.83%
8.9,5394.117,810.6,659.6667,67.1, -,9.393232,5305.883,TL 22,10700,0,5394.117,5305.883,600+,49.59%
8.95,5423.564,809.7,660.2381,67.1, -,9.393232,5276.436,TL 22,10700,0,5423.564,5276.436,600+,49.31%
9,5456.315,808.7,654.7619,67.1, -,9.393232,5243.685,TL 22,10700,0,5456.315,5243.685,600+,49.01%
9.05,5489.099,807.7,661.5238,67.1, -,9.393232,5210.901,TL 22,10700,0,5489.099,5210.901,600+,48.70%
9.1,5518.634,806.8,652.9524,67.1, -,9.393232,5181.366,TL 22,10700,0,5518.634,5181.366,600+,48.42%
9.15,5551.48,805.8,653.619,67.1, -,9.393232,5148.52,TL 22,10700,0,5551.48,5148.52,600+,48.12%
9.2,5577.781,805,641.8571,67.1, -,9.393232,5122.219,TL 22,10700,0,5577.781,5122.219,600+,47.87%
9.25,5597.52,804.4,629.9524,67.1, -,9.393232,5102.48,TL 22,10700,0,5597.52,5102.48,600+,47.69%
9.3,5637.035,803.2,649.1429,67.1, -,9.393232,5062.965,TL 22,10700,0,5637.035,5062.965,600+,47.32%
9.35,5666.704,802.3,634.3333,67.1, -,9.393232,5033.296,TL 22,10700,0,5666.704,5033.296,600+,47.04%
9.4,5696.397,801.4,628.7619,67.1, -,9.393232,5003.603,TL 22,10700,0,5696.397,5003.603,600+,46.76%
9.45,5729.423,800.4,632.4762,67.1, -,9.393232,4970.577,TL 22,10700,0,5729.423,4970.577,600+,46.45%
9.5,5755.869,799.6,620.619,67.1, -,9.393232,4944.131,TL 22,10700,0,5755.869,4944.131,600+,46.21%
9.55,5785.644,798.7,621.1429,67.1, -,9.393232,4914.356,TL 22,10700,0,5785.644,4914.356,600+,45.93%
9.6,5812.134,797.9,612.381,67.1, -,9.393232,4887.866,TL 22,10700,0,5812.134,4887.866,600+,45.68%
9.65,5841.962,797,612.9524,67.1, -,9.393232,4858.038,TL 22,10700,0,5841.962,4858.038,600+,45.40%
9.7,5868.498,796.2,604.1429,67.1, -,9.393232,4831.502,TL 22,10700,0,5868.498,4831.502,600+,45.15%
9.75,5905.021,795.1,607.9048,67.1, -,9.393232,4794.979,TL 22,10700,0,5905.021,4794.979,600+,44.81%
9.8,5931.608,794.3,602.1905,67.1, -,9.393232,4768.392,TL 22,10700,0,5931.608,4768.392,600+,44.56%
9.85,5961.543,793.4,599.619,67.1, -,9.393232,4738.457,TL 22,10700,0,5961.543,4738.457,500+,44.28%
9.9,5991.509,792.5,593.9048,67.1, -,9.393232,4708.491,TL 22,10700,0,5991.509,4708.491,500+,44.00%
9.95,6028.168,791.4,603.9048,67.1, -,9.393232,4671.832,TL 22,10700,0,6028.168,4671.832,600+,43.66%
10,6051.52,790.7,598.0952,67.1, -,9.393232,4648.48,TL 22,10700,0,6051.52,4648.48,500+,43.44%
10.05,6081.567,789.8,595.5238,67.1, -,9.393232,4618.433,TL 22,10700,0,6081.567,4618.433,500+,43.16%
10.1,6108.299,789,589.7619,67.1, -,9.393232,4591.701,TL 22,10700,0,6108.299,4591.701,500+,42.91%
10.15,6141.745,788,593.4762,67.1, -,9.393232,4558.255,TL 22,10700,0,6141.745,4558.255,500+,42.60%
10.2,6198.682,786.3,616.4286,67.1, -,9.393232,4501.318,TL 22,10700,0,6198.682,4501.318,600+,42.07%
10.25,6238.933,785.1,629.7143,67.1, -,9.393232,4461.067,TL 22,10700,0,6238.933,4461.067,600+,41.69%
10.3,6265.793,784.3,636.4762,67.1, -,9.393232,4434.207,TL 22,10700,0,6265.793,4434.207,600+,41.44%
10.35,6289.316,783.6,621.2381,67.1, -,9.393232,4410.684,TL 22,10700,0,6289.316,4410.684,600+,41.22%
10.4,6322.948,782.6,625.0476,67.1, -,9.393232,4377.052,TL 22,10700,0,6322.948,4377.052,600+,40.91%
10.45,6353.246,781.7,625.619,67.1, -,9.393232,4346.754,TL 22,10700,0,6353.246,4346.754,600+,40.62%
10.5,6383.574,780.8,623.0476,67.1, -,9.393232,4316.426,TL 22,10700,0,6383.574,4316.426,600+,40.34%
10.55,6410.555,780,623.5714,67.1, -,9.41268,4289.445,TL 22,10700,0,6410.555,4289.445,600+,40.09%
10.6,6437.558,779.2,620.9524,67.1, -,9.41268,4262.442,TL 22,10700,0,6437.558,4262.442,600+,39.84%
10.65,6461.205,778.5,618.2381,67.1, -,9.41268,4238.795,TL 22,10700,0,6461.205,4238.795,600+,39.61%
10.7,6495.016,777.5,622,67.1, -,9.41268,4204.984,TL 22,10700,0,6495.016,4204.984,600+,39.30%
10.75,6522.089,776.7,622.4762,67.1, -,9.41268,4177.911,TL 22,10700,0,6522.089,4177.911,600+,39.05%
10.8,6552.575,775.8,616.7619,67.1, -,9.41268,4147.425,TL 22,10700,0,6552.575,4147.425,600+,38.76%
10.85,6579.697,775,617.2381,67.1, -,9.41268,4120.303,TL 22,10700,0,6579.697,4120.303,600+,38.51%
10.9,6610.237,774.1,617.8095,67.1, -,9.41268,4089.763,TL 22,10700,0,6610.237,4089.763,600+,38.22%
10.95,6637.407,773.3,615.1429,67.1, -,9.41268,4062.593,TL 22,10700,0,6637.407,4062.593,600+,37.97%
11,6661.2,772.6,602.9048,67.1, -,9.41268,4038.8,TL 22,10700,0,6661.2,4038.8,600+,37.75%
11.05,6685.008,771.9,603.3333,67.1, -,9.41268,4014.992,TL 22,10700,0,6685.008,4014.992,600+,37.52%
11.1,6715.647,771,603.9048,67.1, -,9.41268,3984.353,TL 22,10700,0,6715.647,3984.353,600+,37.24%
11.15,6742.906,770.2,604.381,67.1, -,9.41268,3957.094,TL 22,10700,0,6742.906,3957.094,600+,36.98%
11.2,6759.954,769.7,588.7619,67.1, -,9.41268,3940.046,TL 22,10700,0,6759.954,3940.046,500+,36.82%
11.25,6794.078,768.7,567,67.1, -,9.41268,3905.922,TL 22,10700,0,6794.078,3905.922,500+,36.50%
11.3,6821.402,767.9,554.6667,67.1, -,9.41268,3878.598,TL 22,10700,0,6821.402,3878.598,500+,36.25%
11.35,6848.751,767.1,555.1429,67.1, -,9.41268,3851.249,TL 22,10700,0,6848.751,3851.249,500+,35.99%
11.4,6876.122,766.3,558.8095,67.1, -,9.41268,3823.878,TL 22,10700,0,6876.122,3823.878,500+,35.74%
11.45,6900.091,765.6,549.5714,67.1, -,9.41268,3799.909,TL 22,10700,0,6900.091,3799.909,500+,35.51%
11.5,6927.505,764.8,546.8095,67.1, -,9.41268,3772.495,TL 22,10700,0,6927.505,3772.495,500+,35.26%
11.55,6951.512,764.1,540.7619,67.1, -,9.41268,3748.488,TL 22,10700,0,6951.512,3748.488,500+,35.03%
11.6,6978.969,763.3,541.1905,67.1, -,9.41268,3721.031,TL 22,10700,0,6978.969,3721.031,500+,34.78%
11.65,7006.45,762.5,541.6667,67.1, -,9.41268,3693.55,TL 22,10700,0,7006.45,3693.55,500+,34.52%
11.7,7033.955,761.7,545.3333,67.1, -,9.41268,3666.045,TL 22,10700,0,7033.955,3666.045,500+,34.26%
11.75,7061.482,760.9,539.381,67.1, -,9.41268,3638.518,TL 22,10700,0,7061.482,3638.518,500+,34.00%
11.8,7089.035,760.1,539.8571,67.1, -,9.41268,3610.965,TL 22,10700,0,7089.035,3610.965,500+,33.75%
11.85,7113.16,759.4,533.7619,67.1, -,9.41268,3586.84,TL 22,10700,0,7113.16,3586.84,500+,33.52%
11.9,7137.306,758.7,530.9524,67.1, -,9.41268,3562.694,TL 22,10700,0,7137.306,3562.694,500+,33.30%
11.95,7158.017,758.1,521.5714,67.1, -,9.41268,3541.983,TL 22,10700,0,7158.017,3541.983,500+,33.10%
12,7185.65,757.3,522.0476,67.1, -,9.41268,3514.35,TL 22,10700,0,7185.65,3514.35,500+,32.84%
12.05,7209.85,756.6,522.4286,67.1, -,9.41268,3490.15,TL 22,10700,0,7209.85,3490.15,500+,32.62%
12.1,7237.527,755.8,526.1429,67.1, -,9.41268,3462.473,TL 22,10700,0,7237.527,3462.473,500+,32.36%
12.15,7261.766,755.1,520.0476,67.1, -,9.41268,3438.234,TL 22,10700,0,7261.766,3438.234,500+,32.13%
12.2,7279.09,754.6,510.5714,67.1, -,9.41268,3420.91,TL 22,10700,0,7279.09,3420.91,500+,31.97%
12.25,7313.766,753.6,527.381,67.1, -,9.41268,3386.234,TL 22,10700,0,7313.766,3386.234,500+,31.65%
12.3,7338.059,752.9,518.0476,67.1, -,9.41268,3361.941,TL 22,10700,0,7338.059,3361.941,500+,31.42%
12.35,7358.899,752.3,511.9048,67.1, -,9.41268,3341.101,TL 22,10700,0,7358.899,3341.101,500+,31.23%
12.4,7386.705,751.5,512.3333,67.1, -,9.41268,3313.295,TL 22,10700,0,7386.705,3313.295,500+,30.97%
12.45,7407.575,750.9,506.1429,67.1, -,9.41268,3292.425,TL 22,10700,0,7407.575,3292.425,500+,30.77%
12.5,7435.425,750.1,509.8571,67.1, -,9.41268,3264.575,TL 22,10700,0,7435.425,3264.575,500+,30.51%
12.55,7459.81,749.4,507,67.28, -,9.393232,3240.19,TL 22,10700,0,7459.81,3240.19,500+,30.28%
12.6,7484.216,748.7,507.381,67.28, -,9.393232,3215.784,TL 22,10700,0,7484.216,3215.784,500+,30.05%
12.65,7508.641,748,504.4762,67.28, -,9.393232,3191.359,TL 22,10700,0,7508.641,3191.359,500+,29.83%
12.7,7536.576,747.2,504.9048,67.28, -,9.393232,3163.424,TL 22,10700,0,7536.576,3163.424,500+,29.56%
12.75,7554.048,746.7,495.3333,67.28, -,9.393232,3145.952,TL 22,10700,0,7554.048,3145.952,400+,29.40%
12.8,7578.525,746,492.4286,67.28, -,9.393232,3121.475,TL 22,10700,0,7578.525,3121.475,400+,29.17%
12.85,7599.52,745.4,486.1905,67.28, -,9.393232,3100.48,TL 22,10700,0,7599.52,3100.48,400+,28.98%
12.9,7627.536,744.6,489.9048,67.28, -,9.393232,3072.464,TL 22,10700,0,7627.536,3072.464,400+,28.71%
12.95,7645.058,744.1,483.5714,67.28, -,9.393232,3054.942,TL 22,10700,0,7645.058,3054.942,400+,28.55%
13,7669.602,743.4,487.2381,67.28, -,9.393232,3030.398,TL 22,10700,0,7669.602,3030.398,400+,28.32%
13.05,7690.658,742.8,480.9524,67.28, -,9.393232,3009.342,TL 22,10700,0,7690.658,3009.342,400+,28.12%
13.1,7718.751,742,484.6667,67.28, -,9.393232,2981.249,TL 22,10700,0,7718.751,2981.249,400+,27.86%
13.15,7739.837,741.4,478.381,67.28, -,9.393232,2960.163,TL 22,10700,0,7739.837,2960.163,400+,27.67%
13.2,7753.904,741,468.6667,67.28, -,9.393232,2946.096,TL 22,10700,0,7753.904,2946.096,400+,27.53%
13.25,7785.574,740.1,482.3333,67.28, -,9.393232,2914.426,TL 22,10700,0,7785.574,2914.426,400+,27.24%
13.3,7806.704,739.5,469.4286,67.28, -,9.393232,2893.296,TL 22,10700,0,7806.704,2893.296,400+,27.04%
13.35,7824.323,739,463.0476,67.28, -,9.393232,2875.677,TL 22,10700,0,7824.323,2875.677,400+,26.88%
13.4,7849.007,738.3,466.7143,67.28, -,9.393232,2850.993,TL 22,10700,0,7849.007,2850.993,400+,26.64%
13.45,7870.179,737.7,460.381,67.28, -,9.393232,2829.821,TL 22,10700,0,7870.179,2829.821,400+,26.45%
13.5,7894.897,737,464.0476,67.28, -,9.41268,2805.103,TL 22,10700,0,7894.897,2805.103,400+,26.22%
13.55,7916.099,736.4,457.7143,67.28, -,9.41268,2783.901,TL 22,10700,0,7916.099,2783.901,400+,26.02%
13.6,7940.854,735.7,458.0476,67.28, -,9.41268,2759.146,TL 22,10700,0,7940.854,2759.146,400+,25.79%
13.65,7962.088,735.1,455.0476,67.28, -,9.41268,2737.912,TL 22,10700,0,7962.088,2737.912,400+,25.59%
13.7,7986.875,734.4,455.4286,67.28, -,9.41268,2713.125,TL 22,10700,0,7986.875,2713.125,400+,25.36%
13.75,8004.594,733.9,445.6667,67.28, -,9.41268,2695.406,TL 22,10700,0,8004.594,2695.406,400+,25.19%
13.8,8025.87,733.3,449.3333,67.28, -,9.41268,2674.13,TL 22,10700,0,8025.87,2674.13,400+,24.99%
13.85,8047.158,732.7,446.2857,67.28, -,9.41268,2652.842,TL 22,10700,0,8047.158,2652.842,400+,24.79%
13.9,8072.014,732,449.9524,67.28, -,9.41268,2627.986,TL 22,10700,0,8072.014,2627.986,400+,24.56%
13.95,8089.779,731.5,440.1905,67.28, -,9.41268,2610.221,TL 22,10700,0,8089.779,2610.221,400+,24.39%
14,8114.668,730.8,447.2381,67.28, -,9.41268,2585.332,TL 22,10700,0,8114.668,2585.332,400+,24.16%
14.05,8136.015,730.2,444.1905,67.28, -,9.41268,2563.985,TL 22,10700,0,8136.015,2563.985,400+,23.96%
14.1,8157.379,729.6,444.4762,67.28, -,9.41268,2542.621,TL 22,10700,0,8157.379,2542.621,400+,23.76%
14.15,8175.191,729.1,434.6667,67.28, -,9.41268,2524.809,TL 22,10700,0,8175.191,2524.809,400+,23.60%
14.2,8189.448,728.7,428.1429,67.28, -,9.41268,2510.552,TL 22,10700,0,8189.448,2510.552,400+,23.46%
14.25,8214.413,728,438.5238,67.28, -,9.41268,2485.587,TL 22,10700,0,8214.413,2485.587,400+,23.23%
14.3,8235.827,727.4,428.7619,67.28, -,9.41268,2464.173,TL 22,10700,0,8235.827,2464.173,400+,23.03%
14.35,8257.258,726.8,429.0476,67.28, -,9.41268,2442.742,TL 22,10700,0,8257.258,2442.742,400+,22.83%
14.4,8278.7,726.2,432.7143,67.28, -,9.41268,2421.3,TL 22,10700,0,8278.7,2421.3,400+,22.63%
14.45,8300.158,725.6,429.619,67.28, -,9.41268,2399.842,TL 22,10700,0,8300.158,2399.842,400+,22.43%
14.5,8321.63,725,429.9048,67.28, -,9.41268,2378.37,TL 22,10700,0,8321.63,2378.37,400+,22.23%
14.55,8339.534,724.5,423.4286,67.28, -,9.41268,2360.466,TL 22,10700,0,8339.534,2360.466,400+,22.06%
14.6,8368.201,723.7,430.5238,67.28, -,9.41268,2331.799,TL 22,10700,0,8368.201,2331.799,400+,21.79%
14.65,8393.307,723,430.8571,67.28, -,9.41268,2306.693,TL 22,10700,0,8393.307,2306.693,400+,21.56%
14.7,8414.841,722.4,431.1429,67.28, -,9.41268,2285.159,TL 22,10700,0,8414.841,2285.159,400+,21.36%
14.75,8432.797,721.9,424.619,67.28, -,9.41268,2267.203,TL 22,10700,0,8432.797,2267.203,400+,21.19%
14.8,8450.764,721.4,424.8571,67.28, -,9.41268,2249.236,TL 22,10700,0,8450.764,2249.236,400+,21.02%
14.85,8468.74,720.9,421.7143,67.28, -,9.41268,2231.26,TL 22,10700,0,8468.74,2231.26,400+,20.85%
14.9,8490.326,720.3,422,67.28, -,9.41268,2209.674,TL 22,10700,0,8490.326,2209.674,400+,20.65%
14.95,8511.926,719.7,418.9048,67.28, -,9.41268,2188.074,TL 22,10700,0,8511.926,2188.074,400+,20.45%
15,8529.937,719.2,419.1429,67.28, -,9.41268,2170.063,TL 22,10700,0,8529.937,2170.063,400+,20.28%
15.05,8547.958,718.7,412.5714,67.28, -,9.41268,2152.042,TL 22,10700,0,8547.958,2152.042,400+,20.11%
15.1,8569.598,718.1,412.8571,67.28, -,9.41268,2130.402,TL 22,10700,0,8569.598,2130.402,400+,19.91%
15.15,8587.642,717.6,409.7143,67.28, -,9.41268,2112.358,TL 22,10700,0,8587.642,2112.358,400+,19.74%
15.2,8598.472,717.3,403.0952,67.28, -,9.41268,2101.528,TL 22,10700,0,8598.472,2101.528,400+,19.64%
15.25,8620.144,716.7,410.1429,67.28, -,9.41268,2079.856,TL 22,10700,0,8620.144,2079.856,400+,19.44%
15.3,8641.833,716.1,407.0476,67.28, -,9.41268,2058.167,TL 22,10700,0,8641.833,2058.167,400+,19.24%
15.35,8656.298,715.7,400.4286,67.28, -,9.41268,2043.702,TL 22,10700,0,8656.298,2043.702,400+,19.10%
15.4,8678.012,715.1,400.6667,67.28, -,9.41268,2021.988,TL 22,10700,0,8678.012,2021.988,400+,18.90%
15.45,8696.116,714.6,397.4762,67.28, -,9.41268,2003.884,TL 22,10700,0,8696.116,2003.884,300+,18.73%
15.5,8714.231,714.1,394.2857,67.28, -,9.432128,1985.769,TL 22,10700,0,8714.231,1985.769,300+,18.56%
15.55,8732.356,713.6,391.0952,67.28, -,9.432128,1967.644,TL 22,10700,0,8732.356,1967.644,300+,18.39%
15.6,8750.492,713.1,391.3333,67.28, -,9.432128,1949.508,TL 22,10700,0,8750.492,1949.508,300+,18.22%
15.65,8768.639,712.6,381.3333,67.28, -,9.432128,1931.361,TL 22,10700,0,8768.639,1931.361,300+,18.05%
15.7,8786.795,712.1,374.7143,67.28, -,9.432128,1913.205,TL 22,10700,0,8786.795,1913.205,300+,17.88%
15.75,8801.325,711.7,368.0476,67.28, -,9.432128,1898.675,TL 22,10700,0,8801.325,1898.675,300+,17.74%
15.8,8819.5,711.2,368.2381,67.28, -,9.432128,1880.5,TL 22,10700,0,8819.5,1880.5,300+,17.57%
15.85,8834.049,710.8,365,67.28, -,9.432128,1865.951,TL 22,10700,0,8834.049,1865.951,300+,17.44%
15.9,8855.881,710.2,368.6667,67.28, -,9.432128,1844.119,TL 22,10700,0,8855.881,1844.119,300+,17.23%
15.95,8874.087,709.7,365.4286,67.28, -,9.432128,1825.913,TL 22,10700,0,8874.087,1825.913,300+,17.06%
16,8895.949,709.1,365.6667,67.28, -,9.432128,1804.051,TL 22,10700,0,8895.949,1804.051,300+,16.86%
16.05,8910.53,708.7,362.4286,67.28, -,9.432128,1789.47,TL 22,10700,0,8910.53,1789.47,300+,16.72%
16.1,8928.767,708.2,362.6667,67.28, -,9.432128,1771.233,TL 22,10700,0,8928.767,1771.233,300+,16.55%
16.15,8947.015,707.7,359.4286,67.28, -,9.432128,1752.985,TL 22,10700,0,8947.015,1752.985,300+,16.38%
16.2,8957.968,707.4,352.6667,67.28, -,9.432128,1742.032,TL 22,10700,0,8957.968,1742.032,300+,16.28%
16.25,8979.888,706.8,363.1905,67.28, -,9.432128,1720.112,TL 22,10700,0,8979.888,1720.112,300+,16.08%
16.3,8994.507,706.4,356.4762,67.28, -,9.432128,1705.493,TL 22,10700,0,8994.507,1705.493,300+,15.94%
16.35,9012.792,705.9,353.2381,67.28, -,9.432128,1687.208,TL 22,10700,0,9012.792,1687.208,300+,15.77%
16.4,9031.087,705.4,356.9048,67.28, -,9.432128,1668.913,TL 22,10700,0,9031.087,1668.913,300+,15.60%
16.45,9045.732,705,350.1905,67.28, -,9.432128,1654.268,TL 22,10700,0,9045.732,1654.268,300+,15.46%
16.5,9064.047,704.5,350.381,67.28, -,9.432128,1635.953,TL 22,10700,0,9064.047,1635.953,300+,15.29%
16.55,9082.372,704,350.619,67.28, -,9.393232,1617.628,TL 22,10700,0,9082.372,1617.628,300+,15.12%
16.6,9104.375,703.4,354.3333,67.28, -,9.393232,1595.625,TL 22,10700,0,9104.375,1595.625,300+,14.91%
16.65,9119.054,703,351.0476,67.28, -,9.393232,1580.946,TL 22,10700,0,9119.054,1580.946,300+,14.78%
16.7,9137.411,702.5,351.2381,67.28, -,9.393232,1562.589,TL 22,10700,0,9137.411,1562.589,300+,14.60%
16.75,9148.43,702.2,344.4286,67.28, -,9.393232,1551.57,TL 22,10700,0,9148.43,1551.57,300+,14.50%
16.8,9166.803,701.7,348.0476,67.28, -,9.393232,1533.197,TL 22,10700,0,9166.803,1533.197,300+,14.33%
16.85,9181.511,701.3,344.7619,67.28, -,9.393232,1518.489,TL 22,10700,0,9181.511,1518.489,300+,14.19%
16.9,9196.223,700.9,344.9048,67.28, -,9.393232,1503.777,TL 22,10700,0,9196.223,1503.777,300+,14.05%
16.95,9210.943,700.5,338.0952,67.28, -,9.393232,1489.057,TL 22,10700,0,9210.943,1489.057,300+,13.92%
17,9229.354,700,338.2857,67.28, -,9.393232,1470.646,TL 22,10700,0,9229.354,1470.646,300+,13.74%
17.05,9244.09,699.6,331.5238,67.28, -,9.393232,1455.91,TL 22,10700,0,9244.09,1455.91,300+,13.61%
17.1,9262.52,699.1,335.1905,67.28, -,9.393232,1437.48,TL 22,10700,0,9262.52,1437.48,300+,13.43%
17.15,9277.269,698.7,331.8571,67.28, -,9.393232,1422.731,TL 22,10700,0,9277.269,1422.731,300+,13.30%
17.2,9288.336,698.4,325,67.28, -,9.393232,1411.664,TL 22,10700,0,9288.336,1411.664,300+,13.19%
17.25,9306.79,697.9,332.1429,67.28, -,9.393232,1393.21,TL 22,10700,0,9306.79,1393.21,300+,13.02%
17.3,9325.256,697.4,328.8571,67.28, -,9.393232,1374.744,TL 22,10700,0,9325.256,1374.744,300+,12.85%
17.35,9336.342,697.1,325.5238,67.28, -,9.393232,1363.658,TL 22,10700,0,9336.342,1363.658,300+,12.74%
17.4,9354.824,696.6,325.7143,67.28, -,9.393232,1345.176,TL 22,10700,0,9354.824,1345.176,300+,12.57%
17.45,9365.919,696.3,318.8571,67.28, -,9.393232,1334.081,TL 22,10700,0,9365.919,1334.081,300+,12.47%
17.5,9380.716,695.9,319,67.28, -,9.41268,1319.284,TL 22,10700,0,9380.716,1319.284,300+,12.33%
17.55,9391.822,695.6,312.1429,67.28, -,9.41268,1308.178,TL 22,10700,0,9391.822,1308.178,300+,12.23%
17.6,9410.337,695.1,312.2857,67.28, -,9.41268,1289.663,TL 22,10700,0,9410.337,1289.663,300+,12.05%
17.65,9425.155,694.7,305.4286,67.28, -,9.41268,1274.845,TL 22,10700,0,9425.155,1274.845,300+,11.91%
17.7,9439.982,694.3,305.5714,67.28, -,9.41268,1260.018,TL 22,10700,0,9439.982,1260.018,300+,11.78%
17.75,9454.814,693.9,302.2381,67.28, -,9.41268,1245.186,TL 22,10700,0,9454.814,1245.186,300+,11.64%
17.8,9473.366,693.4,309.4286,67.28, -,9.41268,1226.634,TL 22,10700,0,9473.366,1226.634,300+,11.46%
17.85,9484.504,693.1,302.5714,67.28, -,9.41268,1215.496,TL 22,10700,0,9484.504,1215.496,300+,11.36%
17.9,9499.356,692.7,302.7143,67.28, -,9.41268,1200.644,TL 22,10700,0,9499.356,1200.644,300+,11.22%
17.95,9510.502,692.4,299.3333,67.28, -,9.41268,1189.498,TL 22,10700,0,9510.502,1189.498,200+,11.12%
18,9525.369,692,299.4762,67.28, -,9.41268,1174.631,TL 22,10700,0,9525.369,1174.631,200+,10.98%
18.05,9540.243,691.6,296.0952,67.28, -,9.41268,1159.757,TL 22,10700,0,9540.243,1159.757,200+,10.84%
18.1,9555.122,691.2,296.2381,67.28, -,9.41268,1144.878,TL 22,10700,0,9555.122,1144.878,200+,10.70%
18.15,9566.286,690.9,289.2857,67.28, -,9.41268,1133.714,TL 22,10700,0,9566.286,1133.714,200+,10.60%
18.2,9577.457,690.6,285.8571,67.28, -,9.41268,1122.543,TL 22,10700,0,9577.457,1122.543,200+,10.49%
18.25,9592.354,690.2,289.5238,67.28, -,9.41268,1107.646,TL 22,10700,0,9592.354,1107.646,200+,10.35%
18.3,9607.259,689.8,286.1429,67.28, -,9.41268,1092.741,TL 22,10700,0,9607.259,1092.741,200+,10.21%
18.35,9622.169,689.4,282.7619,67.28, -,9.41268,1077.831,TL 22,10700,0,9622.169,1077.831,200+,10.07%
18.4,9637.089,689,286.381,67.28, -,9.41268,1062.911,TL 22,10700,0,9637.089,1062.911,200+,9.93%
18.45,9644.552,688.8,275.8571,67.28, -,9.41268,1055.448,TL 22,10700,0,9644.552,1055.448,200+,9.86%
18.5,9663.214,688.3,283.0476,67.28, -,9.41268,1036.786,TL 22,10700,0,9663.214,1036.786,200+,9.69%
18.55,9670.683,688.1,276.0476,67.28, -,9.41268,1029.317,TL 22,10700,0,9670.683,1029.317,200+,9.62%
18.6,9685.623,687.7,279.7143,67.28, -,9.41268,1014.377,TL 22,10700,0,9685.623,1014.377,200+,9.48%
18.65,9700.572,687.3,276.3333,67.28, -,9.41268,999.428,TL 22,10700,0,9700.572,999.428,200+,9.34%
18.7,9715.527,686.9,276.4762,67.28, -,9.41268,984.473,TL 22,10700,0,9715.527,984.473,200+,9.20%
18.75,9726.75,686.6,273,67.28, -,9.41268,973.25,TL 22,10700,0,9726.75,973.25,200+,9.10%
18.8,9737.976,686.3,269.5714,67.28, -,9.41268,962.024,TL 22,10700,0,9737.976,962.024,200+,8.99%
18.85,9749.204,686,262.619,67.28, -,9.41268,950.796,TL 22,10700,0,9749.204,950.796,200+,8.89%
18.9,9764.184,685.6,266.2857,67.28, -,9.41268,935.816,TL 22,10700,0,9764.184,935.816,200+,8.75%
18.95,9775.422,685.3,262.8571,67.28, -,9.41268,924.578,TL 22,10700,0,9775.422,924.578,200+,8.64%
19,9790.411,684.9,266.5238,67.28, -,9.41268,909.589,TL 22,10700,0,9790.411,909.589,200+,8.50%
19.05,9801.661,684.6,263.0952,67.28, -,9.41268,898.339,TL 22,10700,0,9801.661,898.339,200+,8.40%
19.1,9812.912,684.3,259.6667,67.28, -,9.41268,887.088,TL 22,10700,0,9812.912,887.088,200+,8.29%
19.15,9824.168,684,256.1905,67.28, -,9.41268,875.832,TL 22,10700,0,9824.168,875.832,200+,8.19%
19.2,9835.428,683.7,256.2857,67.28, -,9.41268,864.572,TL 22,10700,0,9835.428,864.572,200+,8.08%
19.25,9850.448,683.3,259.9524,67.28, -,9.41268,849.552,TL 22,10700,0,9850.448,849.552,200+,7.94%
19.3,9861.717,683,256.4762,67.28, -,9.41268,838.283,TL 22,10700,0,9861.717,838.283,200+,7.83%
